7128,LA CAVE A MANGER,,,,,59800.0,,France
7182,Les Tantes Jeanne,,,142511421,,75018.0,,France
7183,LE TROQUET DES GLACES,,,01 48 05 98 39,,75011.0,,France
7200,Boulangerie Ange Moncel Les Luneville,,,,,54300.0,,France
7211,ORANGE BLEU,,,03 20 55 04 70,,59800.0,,
7324,Bagelstein Poitiers,,,,,86000.0,,
7398,LA BOUCHERIE DOUAI,,,0327800032,,59500.0,,France
7598,Sodexo (Parent),,,,,,,
7690,Fresh Burritos Filiales (Parent),,,,,,,
7794,Le Pain Quotidien (Parent),,,,,,,
7823,Le patacrepe Lille,https://www.le-patacrepe.com/,,03 20 04 21 36,,59260.0,,France
7884,LE PIQUET,,,01 47 34 66 56,,75015.0,,
8207,Copper Branch Anger,,,,,49100.0,,
8218,Boulangerie Ange Tinqueux,,,,,51430.0,,
8250,Aujourd'hui Demain,,,09 81 65 20 01,,75011.0,,
8371,Auchan France,,,,,59650.0,,
8391,Faurecia,,,,,1003.0,,
8452,Musée Baccarat,,,01 40 22 11 10 / 01 40 22 11 00,,75116.0,,France
8485,LE CAMINITO CABARET,,,09 52 33 54 86,,75013.0,,France
8486,SAN FRANCISCO,,,01 46 47 75 44,,75016.0,,France
8493,Bio Burger (Parent),,,,,75009.0,,
8628,Air Liquide / AL IT,airliquide.com,,+33 140625555,"75 Quai D Orsay, Paris Cedex 07",77024,Paris,France
8633,Relaxnews,relaxnews.com,,+33 1 72 32 49 38,34 Quai de la Loire,75011,Paris,France
8634,Tharios,tharios.com,,,RPT BENJAMIN FRANKLIN,34960,Montpellier,France
8643,Le Phare,lephare.com,,+33 2 51 84 11 90,58 Avenue du Parc de Procé,44100,Nantes,France
8647,Arcad Software,arcadsoftware.com,,(603) 371-9074,1 Phoenix Mill Lane,74650,Peterborough,United States
8652,Mint Conseil,mint-conseil.fr,,,43 Rue Camille Desmoulins,92130,Issy-les-Moulineaux,France
8694,Digital No Limit,digitalnolimit.com,,+33 1 86 95 03 91,41 Rue Boissy d'Anglas,75008,Paris,France
8698,SMARTHYS,smarthys.com,,+33 1 83 62 89 96,116 Rue de Verdun,92800,Puteaux,France
8704,craft ai,craft.ai,,,8 Rue de la Michodière,75013,Paris,France
8706,GALIAN,galian.fr,,33 1 44 95 22 22,89 Rue la Boétie,75008,Paris,France
8720,vente-privee,vente-privee.com,,,249 Avenue du Président Wilson,93210,Saint-Denis,France
8730,Iliade Consulting,iliadeconsulting.com,,33156026690,1 Rue de la Pépinière,75008,Paris,France
8746,TableOnline,guestonline.io,,+33 5 64 88 01 84,2 Avenue de Lombez,31300,Toulouse,France
8747,KTM Advance,ktm-advance.com,,33 1 40 27 47 67,157 Boulevard Macdonald,75017,Paris,France
8763,GLOBALIS media systems,globalis-ms.com,,+33 1 82 83 51 70,6 Rue Auguste Vitu,75015,Paris,France
8764,Kea & Partners,kea-partners.com,,33 1 40 84 74 00,3 Rue Danton,92240,Malakoff,France
8779,Thalys,thalys.com,,32 2 548 06 00,20 Place Stéphanie,1000,Bruxelles,Belgium
8797,BM&A,bma-paris.com,,33 1 40 08 99 50,11 Rue de Laborde,75008,Paris,France
8806,eBusiness Information,ebusinessinformation.fr,,+33 1 41 24 43 20,Avenue Aristide Briand,,Bagneux,France
8824,Uside,uside.fr,,,22 RUE MARIGNAN,75008,PARIS,France
8830,MyndBlue,myndblue.io,,,1 Broadway,02142,Cambridge,United States
8836,SNCF,sncf.com,,33-1-5325-6000,2 Place aux Etoiles,93200,Saint-Denis,France
8885,Maison Kitsuné,kitsune.fr,,,10 RUE CHAUCHAT,75009,Minato-ku,France
8894,The Family,thefamily.co,,,35A Cornwall Road,SE1 8TJ,London,United Kingdom
8896,Zero Games Studios,zerogamesstudios.com,,,"46, rue René Clair",75018,Paris,France
8900,Synolia,synolia.com,,+33 4 27 70 53 70,59 Rue de l'Abondance,69003,Lyon,France
8903,Esokia Web Agency,esokia.com,,+230 5252 3334,ORBIS CT,,Quatre Bornes,Mauritius
8904,Jalios,jalios.com,,33 1 39 23 92 80,58 Rue Pottier,78150,Le Chesnay,France
8911,Artdesk,artdesk.fr,,+33 1 58 22 17 50,93 Rue de Monceau,75008,Paris,France
8916,Yelloz components,yellozgroup.com,,,,91940,,France
8932,spgestion.fr,spgestion.fr,,,,,,France
8935,Capgemini,capgemini.com,,+33 1 47 54 50 00,23 Rue Brey,75017,Paris,France
8945,Racing 92,racing92.fr,,33 1 41 87 51 10,11 Avenue Paul Langevin,92350,Le Plessis-Robinson,France
8952,Alchimie,alchimie.com,,33 1 72 59 58 00,"43/45, AV. VICTOR HUGO, BÂT. 270, CEDEX",93534,Paris,France
8953,Spintank,spintank.fr,,+33 1 43 14 46 25,22 Rue des Taillandiers,75011,Paris,France
8971,Novethic,novethic.fr,,+33 1 58 50 98 14,,75001,Paris,France
8989,Talan,talan.fr,,33 1 42 97 96 96,8 Rue Euler,75008,Paris,France
8994,Partoo,partoo.fr,,,27 RUE DU CHEMIN VERT,75019,Paris,France
8998,Agence Clark,agence-clark.com,,,14 Rue d'Uzès,75002,Paris,France
8999,Sollan,sollan.com,,+33 1 48 51 15 40,54 Rue Emile Zola,93100,Montreuil,France
9000,Ezakus,ezakus.com,,,150 West 25th Street,10001,New York,United States
9016,Vi TECHNOLOGY,vitechnology.com,,,903 North Bowser Road,38120,Richardson,United States
9041,SCORE DDB,scoreddb.fr,,33 1 53 32 59 92,75 Rue la Condamine,75017,Paris,France
9058,Lumiplan,lumiplan.com,,33 2 40 92 15 43,1 Impasse Augustin Fresnel,44800,Saint-Herblain,France
9059,Flatchr,flatchr.io,,+33 9 50 44 91 56,81 Rue de Paris,92100,Boulogne-Billancourt,France
9064,Alcimed,alcimed.com,,33 1 44 30 44 30,57 Boulevard de Montmorency,75016,Paris,France
9073,City Discovery,city-discovery.com,,+1 866-988-8687,5648 Main Street,43560,Sylvania,United States
9075,Primobox,primobox.com,,+33 5 57 99 50 34,72 Rue du Faubourg Saint-Honoré,75008,Paris,France
9097,TYPY,typy.fr,,,"7, CITÉ HITTORF",75010,Paris,France
9099,VitrineMedia,vitrinemedia.com,,33 1 49 21 00 61,27 Rue Pleyel,93200,Saint-Denis,France
9105,Mapvision Ltd.,mapvision.fi,,358 2083 89389,10 Rosasvägen,00390,Helsingfors,Finland
9121,Agriconomie.com,agriconomie.com,,33 3 52 99 00 00,11 Route Route Nationale 4,51320,Coole,France
9126,Techni-Contact / Md2i,techni-contact.com,,+33 1 55 60 29 29,253 Rue Gallieni,92100,Boulogne-Billancourt,France
9154,dioki technologies,dioki.net,,+33 1 77 62 79 27,10 Rue Waldeck Rochet,93300,Aubervilliers,France
9160,SanteVet,santevet.com,,33 8 25 88 11 92,59 Rue de Créqui,69006,Lyon,France
9170,Amabis France,amabis.com,,33 1 45 36 45 00,31 Avenue du Général Leclerc,92340,Bourg-la-Reine,France
9172,Sept Lieues,sept-lieues.com,,+33 4 91 39 39 39,80 Boulevard de la Corderie,13007,Marseille,France
9182,OpenDigitalEducation,opendigitaleducation.com,,+33 1 82 63 51 51,,75017,Paris,France
9184,big boss studio,big-boss.com,,+33 4 80 80 55 70,4 Rue de la Liberté,06000,Nice,France
9187,SoftFluent France,softfluent.fr,,,5 Rue de la Renaissance,92160,Antony,France
9190,FircoSoft,fircosoft.com,,33 1 53 44 13 00,247 Rue de Bercy,75012,Paris,France
9196,La Chose,lachose.fr,,33 1 49 96 67 70,10 Rue Simon le Franc,75004,Paris,France
9198,Sutunam,sutunam.com,,+33 4 82 53 31 75,24 Avenue Joannes Masset,69009,Lyon,France
9209,365Talents,365talents.com,,,1 Rue Ferrandière,69002,Lyon,France
9214,MELTY GROUP,meltygroup.com,,33 1 83 62 00 81,18 Rue Pasteur,94270,Le Kremlin-Bicêtre,France
9226,RMC,rmc.fr,,33 1 71 19 11 91,12 Rue d'Oradour-sur-Glane,92130,Issy-les-Moulineaux,France
9237,Ligue de Football Professionnel,lfp.fr,,,6 Rue Lo Delibes,75116,Paris,France
9238,Weenect,weenect.com,,33 6 27 25 80 20,101 Rue de Sèvres,75007,Paris,France
9240,Ouihelp.fr,ouihelp.fr,,33 1 83 79 97 58,130 Rue de Lourmel,75015,Paris-15E-Arrondissement,France
9244,Albus,albus.fr,,+33 9 80 30 10 51,,75000,Paris,France
9263,Alphalyr,alphalyr.com,,,62 Rue de Caumartin,75009,Paris,France
9266,Sogedev,sogedev.com,,33 1 55 95 80 08,"175/177 RUE D'AGUESSEAU, BOULOGNE BILLANCOURT",92100,Boulogne-Billancourt,France
9269,IPCN,ipcn.co.uk,,,3 Percy Street,W1T 1DE,London,United Kingdom
9274,UpGraduate,upgraduate.com,,+33 1 80 88 40 69,2 Villa Thoreton,75015,Paris,France
9276,Marmiton,marmiton.org,,,8 RUE SAINT FIACRE,75002,Paris,France
9279,Algolia,algolia.com,,+1 415-712-0089,53 Rue de Turbigo,75008,San Francisco,United States
9288,Monbanquet,monbanquet.fr,,33 1 76 44 04 41,32 Rue des Palétuviers,95520,Osny,France
9294,bengs lab,bengs-lab.com,,,20 Avenue de Friedland,75008,Paris,France
9295,VERTONE,vertone.com,,33155317790,103 Rue la Boétie,75008,Paris,France
9300,Twoodo - The Future Of Teamwork,twoodo.com,,,Barrow Hill,TN25 6JQ,Sellindge,United Kingdom
9304,Good Goût,goodgout.fr,,,33 Rue des Jeuneurs,75002,Paris,France
9308,TWIN SOLUTIONS,twinsol.com,,+33 1 56 33 43 00,11 Rue Dulong,75017,Paris,France
9318,Kalray,kalrayinc.com,,(650) 469-3729,445 Rue Lavoisier,38330,Montbonnot-Saint-Martin,France
9322,URBAN LINKER,urbanlinker.com,,+33 1 77 37 23 90,11 Rue de Poissy,75005,Paris,France
9323,Net Reviews,avis-verifies.com,,+33 4 13 25 81 70,20 Avenue Robert Schuman,40494,Marseille,France
9326,Realytics,realytics.io,,+33 1 85 09 21 12,73 Rue d'Anjou,75008,Paris,France
9344,Smiirl,smiirl.com,,,80 Rue des Haies,75020,Paris-20E-Arrondissement,France
9349,Spinergie,spinergie.com,,,,,Paris,France
9353,Ekimetrics,ekimetrics.com,,33171194981,136 Avenue des Champs-Élysées,75008,Paris,France
9358,OpenDataSoft,opendatasoft.com,,,130 Rue de Lourmel,02109,Paris,
9360,Onepark,onepark.fr,,33 1 80 88 96 49,"CNIT 2, PLACE DE LA DÉFENSE, LA DÉFENSE",75009,Paris,France
9363,Liberté Living-lab,liberte.paris,,,31 Boulevard Bourdon,75004,Paris,France
9366,CanalCloud,canalcloud.com,,,75 Avenue Victor Hugo,92500,Rueil-Malmaison,France
9374,Eptica,eptica.com,,,95 Rue de Bellevue,92100,Boulogne-Billancourt,France
9384,Javista,javista.com,,+33 1 42 68 37 45,79 Rue la Boétie,75008,Paris,France
9386,"HAProxy Technologies, LLC",haproxy.com,,6174139236,375 Totten Pond Road,02451,Waltham,United States
9389,IFAG,ifag.com,,,19 Rue André le Notre,29821,Angers,France
9392,Papernest,papernest.com,,+33 1 53 73 22 22,,75019,Paris,France
9411,VeryChic,verychic.com,,33 8 26 10 82 82,23 Rue d'Anjou,75008,Paris,France
9412,Eiffage,Eiffage.com,,+33 134658989,3-7 place de l'Europe,78140,Asnières-sur-Seine,France
9419,OpinionWay,opinion-way.com,,33 1 78 94 90 00,15 Place de la République,75003,Paris,France
9429,Teedji,mobeelity.io,,,,,Paris,France
9434,Kompass France,kompass.com,,,66 Quai du Maréchal Joffre,08360,Courbevoie,France
9440,RIZZE,rizze.com,,,16 rue Saulnier,75009,Paris,France
9464,Les Grappes,lesgrappes.com,,33 1 84 17 53 41,15 Rue du Sentier,75002,Paris,France
9468,Université Paris-Saclay,universite-paris-saclay.fr,,,,,,France
9469,The Moneytizer,themoneytizer.com,,+33 1 46 89 48 85,15 Rue Henri Heine,75016,Paris,France
9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,mcnc.tv,,,,75001,,
9484,Gemmyo,gemmyo.com,,33 9 51 12 44 40,21 Rue de Seine,75006,Paris,France
9489,Headoo,headoo.com,,,8 rue de l'Isly,75008,Paris,France
9495,"Shopmium, a Quotient brand",shopmium.com,,33 9 70 40 50 98,11 Rue Tronchet,75008,Paris,France
9503,Econocom,econocom.com,,33 1 41 67 30 00,40 Quai de Dion Bouton,92800,Puteaux,France
9512,cello.fr,cello.fr,,+33 9 70 71 23 21,105 bis rue de Tolbiac,75013,Paris,France
9515,SILICOM SAS,silicom.fr,,+33 1 46 84 15 15,125 Boulevard Jean Jaurès,92100,Boulogne-Billancourt,France
9530,Ad's up,ads-up.fr,,+33 1 84 17 49 21,13 Rue de Charenton,75012,Paris,France
9542,RoomChecking,roomchecking.com,,+33 9 51 50 42 51,38 Quai des Carrières,94220,Charenton-le-Pont,France
9545,Délégation Catholique pour la Coopération,ladcc.org,,,106 Rue du Bac,75007,Paris,France
9568,IK Investment Partners,ikinvest.com,,442073044300,5 Lancaster Place,WC2E 7EN,London,United Kingdom
9585,Applidium,applidium.com,,33 1 77 62 82 15,20 Rue Sainte-Croix de la Bretonnerie,75010,Paris,France
9590,PERFORMANCE & INFLUENCE,pi-agency.fr,,+33 1 83 79 02 05,94 Avenue Ledru Rollin,75011,Paris-11E-Arrondissement,France
9598,Belleville Brulerie,cafesbelleville.com,,+33 9 83 75 60 80,10 Rue Pradier,75019,Paris,France
9601,Cytori Therapeutics Inc.,cytori.com,,+1 858-458-0900,3020 Callan Road,92121,San Diego,United States
9605,Cyanide,cyanide-studio.com,,33 1 47 86 30 80,3 Boulevard des Bouvets,92000,Nanterre,France
9624,Easyflyer,easyflyer.fr,,02 38 56 14 54,21 Rue de la Fonderie,45100,Orléans,France
9629,Beacon Capital Partners LLC,beaconcapital.com,,+1 617-457-0401,200 State Street,02109,Boston,United States
9630,tbwa-corporate,tbwa-corporate.com,,,50/54 Rue de Silly,92513,Boulogne-Billancourt Cedex,France
9648,Orlane,orlane.fr,,33 1 44 35 72 00,12-14 Rond-Point des Champs-Élysées Marcel-Dassault,75008,Paris,France
9651,Shapr,shapr.co,,,60 Broad Street,10004,New York,United States
9653,Paris Val de Marne,valdemarne.com,,+33 1 43 90 64 00,23 Rue Raspail,94200,Ivry-sur-Seine,France
9664,Getpro,getpro.co,,,24 Rue Béranger,75020,Paris,France
9676,Archos,archos.com,,+33 169331690,12 Rue Ampère,91430,Igny,France
9691,Adamas Avocats,adamas-lawfirm.com,,33 4 72 41 15 75,55 Boulevard des Brotteaux,75002,Lyon,France
9698,Schoolab,theschoolab.com,,,,75002,Paris,France
9699,FHF,fhf.fr,,,1 BIS RUE CABANIS,75014,Paris,France
9702,GARDEN PRICE,gardenprice.com,,33 1 30 05 21 00,1 Rond-Point Laurent Schwartz,78310,Maurepas,France
9711,SOLUTYS Group,solutys.com,,33 1 60 78 93 06,4 Rue de la Plaine à Migné,91090,Lisses,France
9713,Waycom,waycom.net,,,24 Avenue du Général Charles de Gaulle,92150,Suresnes,France
9715,Expertime,expertime.com,,+33 1 39 24 22 70,80 Avenue du Général Leclerc,78220,Viroflay,France
9717,Je Rêve d'une Maison,jerevedunemaison.com,,,"40, rue de Moscou",75010,Paris,
9721,A2 Consulting,a2consulting.fr,,+33 1 78 09 88 00,14 Rue d'Ouessant,75015,Paris,France
9735,Ynsect,ynsect.com,,33 1 72 60 51 12,1 Rue Pierre Fontaine,75006,Évry,France
9740,YGL CONSULTING,ygl-consulting.com,,33143800284,221 Avenue du Président Wilson,93210,Saint-Denis,France
9760,nam.R,namr.com,,,,,Paris,France
9779,NFrance,nfrance.com,,+33 5 34 45 55 00,4 Rue John Fitzgerald Kennedy,31000,Toulouse,France
9784,Analyse Informatique des Données S.A.,aid.fr,,33 1 39 23 93 00,4 Rue Henri le Sidaner,78000,Versailles,France
9785,Wizbii,wizbii.com,,33 4 80 42 04 40,31 Rue Gustave Eiffel,38000,Grenoble,France
9789,Collège des Bernardins,collegedesbernardins.fr,,+33 1 53 10 74 44,20 Rue de Poissy,75005,Paris,France
9791,Bearstech,bearstech.com,,+33 1 70 61 60 16,40 Passage des Panoramas,75002,Paris-2E-Arrondissement,France
9801,Eutelmed,eutelmed.com,,+33 1 40 26 07 32,31 Rue Saint-Sauveur,75002,Paris,France
9805,AAA DATA,aaa-data.fr,,+33 1 49 52 52 00,2 Rue de Presbourg,75008,Paris,France
9813,KelDoc,keldoc.com,,+33 1 76 35 03 35,58 Rue Monsieur le Prince,75006,Paris,France
9842,Schneider Electric,schneider-electric.com,,+33 141297000,35 Rue Joseph Monier,92500,Rueil-Malmaison,France
9843,LGI Consulting,lgi-consulting.com,,+33 1 84 16 30 73,13 Rue de Marivaux,75002,Paris,France
9852,GreenYellow,greenyellow.fr,,+33 1 53 65 64 64,148 Rue de l'Université,75007,Paris,France
9853,Data Solutions Fr,data-solutions.com,,,,13851,Aix-en-Provence,France
9865,Boost.rs,boost.rs,,+33 1 40 37 41 72,,,Boulogne-Billancourt,France
9875,Effilab,effilab.com,,33 1 74 71 08 60,54 Avenue du Général Leclerc,92100,Boulogne-Billancourt,France
9883,Anjali MVP,anjalimvp.com,,,1-2 Place des Saisons,92400,Courbevoie,France
9898,SMARTSIDE,smart-side.com,,33983016804,49 Rue Maurice Arnoux,92120,Montrouge,France
9910,Dassault Systèmes,3ds.com,,+33 1 61 62 61 62,10 Rue Marcel Dassault,78140,Vélizy-Villacoublay,France
9918,AuxiVia,auxivia.com,,+33 9 72 61 54 14,,,Paris,France
9922,Les CCE Allemagne,cnccef.org,,33 1 53 83 92 92,22 Avenue Franklin Delano Roosevelt,75008,Paris,France
9928,"comScore, Inc.",comscore.com,,(703) 438-2000,11950 Democracy Drive,20190,Reston,United States
9933,Amadeus-Executives,amadeus-executives.com,,,29 Rue de Bassano,75008,Paris,France
9935,Kylia France,kylia-immo.com,,+33147702418,5 Rue du Faubourg Montmartre,75009,Paris,France
9938,Slashe,slashe.com,,+33 9 50 40 15 73,37 Rue Saint-Georges,75009,Paris,France
9942,Tagadamedia,tagadamedia.com,,,55 Rue de Tocqueville,75017,Paris,France
9946,Seenk,seenk.com,,,16 Rue Popincourt,75011,Paris,France
9951,TTC - Testing Training and Consulting,ttc-testing.com,,+972 9-760-2780,POB 4114,43365,Ra'anana,Israel
9965,NES SARL,nes.fr,,33 1 53 38 57 00,46 RUE DE PROVENCE,75009,PARIS,France
9973,COTE OUEST,coteouest.tv,,+2304656402,"3RD FLOOR, CITIUS BUILDING 31 CYBERCITY",,Ebene,Mauritius
9975,Dejbox,dejbox.fr,,+33 9 72 50 12 62,70 Chemin de la Campagnerie,59700,Marcq-en-Barœul,France
9979,France Digitale,francedigitale.org,,,71 Rue du Faubourg Saint-Martin,75002,Paris,France
9982,Synthetron N.V.,synthetron.com,,+32 2 211 34 01,44 Paleizenstraat,1030,Schaarbeek,Belgium
9988,"Pulpix, Inc.",pulpix.com,,(415) 992-5541,25 West 39th Street,10018,New York,United States
9989,Kpler,kpler.com,,+1 832-384-8042,708 South Main Street,77002,Houston,United States
10000,EXCILYS,excilys.com,,+33141244320,47 Avenue Carnot,94230,Cachan,France
10021,Agence Evolve,agence-evolve.com,,+33 1 77 93 18 00,26 Rue de la Fédération,93100,Montreuil,France
10025,Caissin,caissin.fr,,,73 Boulevard de Grenelle,75015,Paris,France
10027,VideoProfile Group,myvideoprofile.net,,,,,,United States
10046,premaccess,premaccess.com,,+41 44 586 77 74,41 Route des Arsenaux,1700,Fribourg,Switzerland
10051,APCMA,apcma.fr,,,12 Avenue Marceau,75008,Paris,France
10052,"J. Walter Thompson U.S.A., LLC",jwt.com,,,466 Lexington Avenue,10017,New York,United States
10057,The Hoxton,thehoxton.com,,44 20 7550 1000,81 Great Eastern Street,EC2A 3HU,London,United Kingdom
10059,Duwood,duwood.fr,,,7 Rue de Turbigo,75011,Paris,France
10068,CREAgile,creagile.fr,,,20 Rue de la Belle Feuille,92100,Boulogne-Billancourt,France
10097,Cecurity.com,cecurity.com,,+33 156433737,75 Rue Saint-Lazare,75009,Paris,France
10101,FINALCAD,finalcad.com,,,66b Z.A. Montvoisin,91400,Gometz-la-Ville,France
10108,Ladurée,laduree.com,,,43 Rue de Varenne,75007,Paris,France
10117,Cowboy,cowboy.bike,,,,,Brussels,Belgium
10119,Le Kiosk,lekiosque.fr,,33 1 53 53 01 90,10 Rue de la Pépinière,75008,Paris,France
10143,VECTAURY,vectaury.io,,+33 1 48 25 88 69,33 Rue la Fayette,75009,Paris,France
10144,HighTekers France,hightekers.com,,,,,,
10156,PERFORMANCE PARTNER,performancepartner.com,,,10 Rue de la Plaine,78860,Saint-Nom-la-Bretèche,France
10168,Nerim,nerim.fr,,33 1 80 40 05 00,102 Avenue du Président Kennedy,75016,Paris,France
10172,Opteamis,opteamis.com,,+33 1 75 43 26 73,16 Rue Médéric,75017,Paris,France
10173,Bannerman Security,bannerman.com,,(888) 788-2547,292 Townsend Street,94107,San Francisco,United States
10186,Cleany,cleany.fr,,,41 Rue de Prony,75017,Paris,France
10203,HeyTom,heytom.io,,,600 West 5th Avenue,67005,Arkansas City,United States
10210,Sekoia,sekoia.fr,,33 1 44 43 54 13,16 Place de la Madeleine,75008,Paris-8E-Arrondissement,France
10212,TVA Conseil,tvaconseil.com,,+33 1 34 62 51 14,6 Rue Léon Piolet,78860,Saint-Nom-la-Bretèche,France
10227,SNCD,sncd.org,,+33 1 40 47 70 00,68 Boulevard Saint-Marcel,75005,Paris,France
10240,La Roue Verte,laroueverte.com,,33482530890,34 Avenue de l'Europe,38100,Grenoble,France
10245,The Agent,theagent.com,,33 1 45 87 88 43,95 Boulevard de Sébastopol,75002,Paris,France
